Date,Open,High,Low,Close,Adj Close,Volume
6/13/2022,16,16.31200027,15.60599995,15.64700031,15.6036787,604153000
6/14/2022,15.73099995,16.06599998,15.4119997,15.83600044,15.79215717,469680000
6/15/2022,16.09499931,16.86800003,15.92599964,16.52700043,16.48124313,563936000
6/16/2022,15.85999966,15.94200039,15.40100002,15.60099983,15.55780697,545749000
6/17/2022,15.64799976,15.99499989,15.32800007,15.88000011,15.83603477,630334000
6/21/2022,16.47500038,17.00799942,16.40699959,16.56599998,16.52013588,483089000
6/22/2022,16.22599983,16.66200066,16.18000031,16.36000061,16.3147068,437135000
6/23/2022,16.5189991,16.58499908,15.85299969,16.22500038,16.18008614,463680000
6/24/2022,16.5,17.13999939,16.30999947,17.12599945,17.07858086,472153000
6/27/2022,17.31200027,17.32999992,16.62599945,16.86899948,16.82229805,427968000
6/28/2022,16.89999962,17.20199966,15.94499969,15.98200035,15.93775177,461149000
6/29/2022,15.81400013,15.81999969,15.17000008,15.54199982,15.49897003,482352000
6/30/2022,15.36100006,15.56700039,14.86200047,15.1590004,15.1170311,686070000
7/1/2022,14.89900017,15.06299973,14.3920002,14.52299976,14.48279095,577610000
7/5/2022,14.17500019,14.97099972,14.05500031,14.96399975,14.92256927,651397000
7/6/2022,15.01000023,15.31900024,14.78899956,15.13000011,15.08811188,529066000
7/7/2022,15.45600033,15.94499969,15.38899994,15.8579998,15.81409645,492903000
7/8/2022,15.43000031,16.03700066,15.38899994,15.8380003,15.79415131,467972000
7/11/2022,15.52600002,15.52700043,15.03800011,15.15200043,15.11005211,437321000
7/12/2022,15.26799965,15.43099976,14.87699986,15.08199978,15.04024601,458483000
7/13/2022,14.59000015,15.375,14.46500015,15.16399956,15.12201881,521918000
7/14/2022,15.1079998,15.47299957,14.72799969,15.37199974,15.32944107,456235000
7/15/2022,15.6590004,15.78199959,15.44499969,15.76200008,15.71836185,385935000
7/18/2022,16.30200005,16.89699936,16.00200081,16.10099983,16.05642128,670517000
